SQL_Statement,Equivalent_Queries,Equivalent or not,Modification_Method,Original,gpt4,gpt4_type,gpt3.5,gpt3.5_type,llama3,llama3_type,mistralai,mistralai_type,gemini,gemini_type
"WITH  UniquePos AS (SELECT  DISTINCT [time],  [LAT],  [LON] FROM  [1059].[STATS_VIEW]), Numbered AS (SELECT  [time] as [DateTime],  [LAT],  [LON],  ROW_NUMBER() OVER (ORDER BY  [Time] ASC) AS [Row] FROM  UniquePos) ,  Paired AS (SELECT  a.[DateTime] AS [DateTime] ,  DATEDIFF(second,  a.[DateTime],  b.[DateTime]) AS [Elapsed (s)] ,  a.[LAT] AS [lat1deg] ,  a.[LON] AS [lon1deg] ,  b.[LAT] AS [lat2deg] ,  b.[LON] AS [lon2deg] ,  a.[LAT] * PI() / 180 AS [lat1] ,  b.[LAT] * PI() / 180  AS [lat2] ,  (a.[LAT] - b.[LAT]) * PI() / 180 AS [dlat] ,  (a.[LON] - b.[LON]) * PI() / 180 AS [dlon] FROM  Numbered a JOIN  Numbered b ON a.[Row]+1 = b.[Row]) ,  Trig AS (SELECT  * ,  POWER(SIN(dlat/2), 2) + POWER(SIN(dlon/2), 2) * COS(lat1) * COS(lat2) AS val FROM  Paired) ,  Distance AS (SELECT  * ,  6378100 * 2 * atn2(sqrt(val),  sqrt(1-val)) AS [Distance (m)] FROM  Trig) SELECT  * ,  [Distance (m)] / NULLIF([Elapsed (s)], 0) AS [Velocity (m/s)] FROM  Distance","SELECT
    *,
    [Distance (m)] / NULLIF([Elapsed (s)], 0) AS [Velocity (m/s)]
FROM (
    SELECT
        *,
        6378100 * 2 * ATN2(SQRT(val), SQRT(1 - val)) AS [Distance (m)]
    FROM (
        SELECT
            *,
            POWER(SIN(dlat / 2), 2) + POWER(SIN(dlon / 2), 2) * COS(lat1) * COS(lat2) AS val
        FROM (
            SELECT
                a.[DateTime] AS [DateTime],
                DATEDIFF(SECOND, a.[DateTime], b.[DateTime]) AS [Elapsed (s)],
                a.[LAT] AS [lat1deg],
                a.[LON] AS [lon1deg],
                b.[LAT] AS [lat2deg],
                b.[LON] AS [lon2deg],
                a.[LAT] * PI() / 180 AS [lat1],
                b.[LAT] * PI() / 180 AS [lat2],
                (a.[LAT] - b.[LAT]) * PI() / 180 AS [dlat],
                (a.[LON] - b.[LON]) * PI() / 180 AS [dlon]
            FROM (
                SELECT
                    [time] AS [DateTime],
                    [LAT],
                    [LON],
                    ROW_NUMBER() OVER (ORDER BY [Time] ASC) AS [Row]
                FROM (
                    SELECT DISTINCT [time], [LAT], [LON]
                    FROM [1059].[STATS_VIEW]
                ) AS UniquePos
            ) AS a
            JOIN (
                SELECT
                    [time] AS [DateTime],
                    [LAT],
                    [LON],
                    ROW_NUMBER() OVER (ORDER BY [Time] ASC) AS [Row]
                FROM (
                    SELECT DISTINCT [time], [LAT], [LON]
                    FROM [1059].[STATS_VIEW]
                ) AS UniquePos
            ) AS b ON a.[Row] + 1 = b.[Row]
        ) AS Paired
    ) AS Trig
) AS Distance",Equivalent,Join_Nested,YES,YES,Join_Nested,YES,CTEs,YES,Join_Nested,YES,Join_Nested,YES,CTEs
"SELECT  DISTINCT CASE WHEN PATINDEX('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0 -- AND  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-9]%',  [protein])) -- length END AS [protein] ,  [tot indep spectra] FROM  [412].[C1_TCAfile176_1.txt]","SELECT  DISTINCT CASE WHEN PATINDEX('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0 -- AND  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-8]%',  [protein])) -- length END AS [protein] ,  [tot indep spectra] FROM  [412].[C1_TCAfile176_1.txt]",Not Equivalent,Value_Change,NO,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change
SELECT  * FROM  [1123].[table_Table S14.csv],"WITH CTE_TableS14 AS (
    SELECT * FROM [1123].[table_Table S14.csv]
)
SELECT * FROM CTE_TableS14;",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
"select [crystals?],  cleaved,  [Protein Code-1] from [xstal_tracker.csv] x left join proteins_cleaved_pdb p on (p.ssgcidid = x.[Protein Code-1]) where [Initial trials set up] < '08-01-2011' and cleaved is null","SELECT 
    [crystals?], 
    cleaved, 
    [Protein Code-1] 
FROM 
    (
        SELECT 
            x.[crystals?], 
            p.cleaved, 
            x.[Protein Code-1]
        FROM 
            [xstal_tracker.csv] x 
            LEFT JOIN proteins_cleaved_pdb p ON p.ssgcidid = x.[Protein Code-1]
        WHERE 
            x.[Initial trials set up] < '08-01-2011'
    ) AS subquery
WHERE 
    subquery.cleaved IS NULL",Equivalent,Join_Nested,YES,YES,Join_Nested,YES,Value_Change,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested
"SELECT chr as seqname, 'methratio' as source, 'CpG' as feature, pos as start, pos + 1 as [end], cast(ratio as float) as score, strand, '.' as frame, '.' as attribute","SELECT chr as seqname, 'methratio' as source, 'CpG' as feature, pos as st, pos + 1 as [end], cast(ratio as float) as score, strand, '.' as frame, '.' as attribute",Not Equivalent,Change_Alias,NO,NO,Change_Alias,NO,Change_Alias,NO,Change_Alias,NO,Change_Alias,NO,Change_Alias
"select fullname,  conf_id,  organizer_type,  count(*) as c from [1143].tbl_organizer y group by fullname,  conf_id,  organizer_type having count(*) >= 2","select fullname,  conf_id,  organizer_type,  count(*) as c from [1143].tbl_organizer y group by fullname, organizer_type having count(*) >= 2",Not Equivalent,Group_by_Criteria,NO,NO,Group_by_Criteria,NO,Group_by_Criteria,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested
SELECT  * FROM  [1123].[MgoTophat_coverage_CDS_summ_cv] Where cv > 1,"SELECT * 
FROM (
    SELECT * FROM [1123].[MgoTophat_coverage_CDS_summ_cv]
) AS subquery
WHERE subquery.cv > 1;",Equivalent,Condition_Nested,YES,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested
"SELECT CGI_ID, GOslim_bin, aspect FROM  [1123].[Cgigas-DEGlist-sql]deg left join [1123].[qDOD_Cgigas_GOslim_DISTINCT]sl on deg.baseMean=sl.CGI_ID where aspect like 'P'","SELECT CGI_ID, GOslim_bin, aspect FROM  [1123].[Cgigas-DEGlist-sql]deg right join [1123].[qDOD_Cgigas_GOslim_DISTINCT]sl on deg.baseMean=sl.CGI_ID where aspect like 'P'",Not Equivalent,Change_Join_Condition,NO,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition
"SELECT  count(*) FROM  [826].[PmTE_ALL-DE.txt] DE --  ,  [826].[table_Psemu1FL_RT_spgp_gp_ok.txt] supergroup --WHERE  supergroup.Consensus = DE.name --    AND  logFC_Fe < 1 --    AND  logFC_P > 1 --    AND  logFC_Si > 1 --    AND  logFC_Urea > 1 --    AND  (PValue_Fe < 0.05 --         OR  PValue_P < 0.05 --         OR  PValue_Si < 0.05 --         OR  PValue_Urea < 0.05)","SELECT COUNT(*)
FROM [826].[PmTE_ALL-DE.txt] DE
WHERE EXISTS (
    SELECT 1
    FROM [826].[table_Psemu1FL_RT_spgp_gp_ok.txt] supergroup
    WHERE supergroup.Consensus = DE.name
        AND logFC_Fe < 1
        AND logFC_P > 1
        AND logFC_Si > 1
        AND logFC_Urea > 1
        AND (
            PValue_Fe < 0.05
            OR PValue_P < 0.05
            OR PValue_Si < 0.05
            OR PValue_Urea < 0.05
        )
)",Equivalent,Condition_EXISTs,YES,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Condition_EXISTs,NO,Condition_EXISTs,YES,Condition_EXISTs
SELECT  * FROM  [826].[PmUreaSigDEonly05pvaluecutoff.txt] urea inner join [826].[table_PmSistarveSigDEonly05pvaluecutoff.txt] Si on urea.Urea_TranscriptID = Si.Si_TranscriptID where Si.Si_logFC > 1 and urea.Urea_logFC > 1,"SELECT *
FROM [826].[PmUreaSigDEonly05pvaluecutoff.txt] urea, [826].[table_PmSistarveSigDEonly05pvaluecutoff.txt] Si
WHERE urea.Urea_TranscriptID = Si.Si_TranscriptID
  AND Si.Si_logFC > 1
  AND urea.Urea_logFC > 1;",Equivalent,Explicit_Implicit_Joins,YES,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins
"select s.ssgcidid,  s.uniprot,  ec.""EC Numbers"",  ec.""Database"" as ec_source,  s.annotation from [Unique_EC_mapped_to_UniProt] ec join [ssgcid_uniprot.csv] s on (s.uniprot = ec.accession)","SELECT 
    s.ssgcidid, 
    s.uniprot, 
    ec.""EC Numbers"", 
    ec.""Database"" as ec_source, 
    s.annotation 
FROM 
    (SELECT ""EC Numbers"", ""Database"", accession FROM [Unique_EC_mapped_to_UniProt]) AS ec 
JOIN 
    [ssgcid_uniprot.csv] s 
ON 
    (s.uniprot = ec.accession);",Equivalent,Join_Nested,YES,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested
SELECT  count(*) FROM  [1079].[view_depth_breadth_per_view.csv] where depth = 0,SELECT  SUM(*) FROM  [1079].[view_depth_breadth_per_view.csv] where depth = 0,Not Equivalent,Aggregate_Function,NO,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function
"select d.DtoA as bad_ones,  u.Container as SetNo,  u.Clone_name as uw_constructID,  u.nt_seq_uncleaved,  u.aa_seq_uncleaved from [table_DtoA_candidates.csv] d left join [table_qryUWExportConstructs.csv] u on (u.Clone_name = d.DtoA)","SELECT 
    d.bad_ones, 
    u.Container as SetNo, 
    u.Clone_name as uw_constructID, 
    u.nt_seq_uncleaved, 
    u.aa_seq_uncleaved 
FROM 
    (SELECT DtoA as bad_ones FROM [table_DtoA_candidates.csv]) d 
LEFT JOIN 
    [table_qryUWExportConstructs.csv] u 
ON 
    (u.Clone_name = d.bad_ones);",Equivalent,Join_Nested,YES,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested
"SELECT  InterproEntry,  InterproIdHits,  Interpro_desc_Ox FROM  [826].[PhatrInterproIdsHitCounts] JOIN  [826].[AllOxInterProIds.tab.txt] ON InterproId_Ox = InterproEntry order by InterproIdHits DESC","SELECT 
  InterproEntry, 
  CASE WHEN InterproIdHits IS NOT NULL THEN InterproIdHits ELSE InterproIdHits END as InterproIdHits,
  Interpro_desc_Ox
FROM 
  [826].[PhatrInterproIdsHitCounts]
JOIN 
  [826].[AllOxInterProIds.tab.txt]
ON 
  InterproId_Ox = InterproEntry
ORDER BY 
  InterproIdHits DESC;",Equivalent,Case_Statement,YES,YES,Case_Statement,YES,Case_Statement,YES,Case_Statement,YES,Case_Statement,YES,Case_Statement
select * from tiny_sample,"WITH CTE_tiny_sample AS (
    SELECT * FROM tiny_sample
)
SELECT * FROM CTE_tiny_sample;",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
SELECT  COUNT(DISTINCT y) FROM  [354].[twitter_rv.6200000],SELECT  SUM(DISTINCT y) FROM  [354].[twitter_rv.6200000],Not Equivalent,Aggregate_Function,NO,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function
"WITH  SurfaceMetals AS (SELECT  Station, MIN([Depth..m.]) AS MinDepth FROM  [446].[V2_GEOMICS_Fe-Cu-Mn-Zn-Vedamati.csv] GROUP BY  Station) SELECT  iron.Station,  iron.Label,  iron.[Depth..m.],  SurfaceMetals.MinDepth FROM [446].[V2_GEOMICS_Fe-Cu-Mn-Zn-Vedamati.csv] iron ,  [446].[Iron-related_Proteins] protein ,  SurfaceMetals WHERE  iron.Station = protein.Station AND  SurfaceMetals.Station = iron.Station --AND  iron.[Depth..m.] = SurfaceMetals.MinDepth","SELECT 
    iron.Station, 
    iron.Label, 
    iron.[Depth..m.],
    (SELECT MIN([Depth..m.]) 
     FROM [446].[V2_GEOMICS_Fe-Cu-Mn-Zn-Vedamati.csv] 
     WHERE Station = iron.Station) AS MinDepth
FROM 
    [446].[V2_GEOMICS_Fe-Cu-Mn-Zn-Vedamati.csv] iron
JOIN 
    [446].[Iron-related_Proteins] protein 
    ON iron.Station = protein.Station",Equivalent,Simplification,YES,YES,Simplification,YES,Simplification,YES,Simplification,YES,Simplification,YES,Simplification
"SELECT  NTILE(100) OVER(ORDER BY  clock asc) as progress ,  issues/ticks as issues_per_tick ,  memrefs/ticks as memrefs_per_tick ,  phantoms/ticks as phantoms_per_tick ,  streams/ticks as streams_per_tick FROM  ( SELECT  m1.source as source1,  m2.source as source2 ,  m1.clock as clock ,  (m2.clock - m1.clock) as ticks ,  (m2.issues - m1.issues)  as issues ,  (m2.memrefs - m1.memrefs)  as memrefs ,  (m2.phantoms - m1.phantoms)  as phantoms ,  (m2.streams - m1.streams)  as streams FROM  1314howe.measurement m1 ,  1314howe.measurement m2 WHERE  m2.clock > m1.clock AND  NOT EXISTS ( SELECT  clock FROM  1314howe.measurement m3 WHERE  m1.clock < m3.clock AND  m2.clock > m3.clock ) ) x ORDER BY  clock asc","SELECT  NTILE(100) OVER(ORDER BY  clock asc) as progress ,  issues/ticks as issues_per_tick ,  memrefs/ticks as memrefs_per_tick ,  phantoms/ticks as phantoms_per_tick ,  streams/ticks as streams_per_tick FROM  ( SELECT  m1.source as source1,  m2.source as source2 ,  m1.clock as clock ,  (m2.clock - m1.clock) as ticks ,  (m2.issues - m1.issues)  as issues ,  (m2.memrefs - m1.memrefs)  as memrefs ,  (m2.phantoms - m1.phantoms)  as phantoms ,  (m2.streams - m1.streams)  as streams FROM  1314howe.measurement m1 ,  1314howe.measurement m2 WHERE  m2.clock > m1.clock OR  NOT EXISTS ( SELECT  clock FROM  1314howe.measurement m3 WHERE  m1.clock < m3.clock AND  m2.clock > m3.clock ) ) x ORDER BY  clock asc",Not Equivalent,Logical_Conditions,NO,NO,Logical_Conditions,NO,Logical_Conditions,NO,Logical_Conditions,NO,Logical_Conditions,NO,Logical_Conditions
"select * FROM  [1002].[Tokyo_0_optode.csv] o, [1002].[Tokyo_0_tsg.csv] t, [1002].[Tokyo_0_suna.csv] s WHERE  isnumeric(o.[long.dc]) = 1 AND  isnumeric(o.[lat.dc]) = 1 AND  isnumeric([X.NO3..uMol.L.]) = 1 AND  isnumeric([O2.Conc..uM.]) = 1 AND  o.date = t.date AND  o.date = s.date AND  t.date = s.date AND  o.time = t.time AND  o.time = s.time AND  t.time = s.time","SELECT *
FROM 
  (SELECT * FROM [1002].[Tokyo_0_optode.csv] WHERE isnumeric([long.dc]) = 1 AND isnumeric([lat.dc]) = 1) o
JOIN 
  (SELECT * FROM [1002].[Tokyo_0_tsg.csv]) t
ON 
  o.date = t.date AND o.time = t.time
JOIN 
  (SELECT * FROM [1002].[Tokyo_0_suna.csv] WHERE isnumeric([X.NO3..uMol.L.]) = 1 AND isnumeric([O2.Conc..uM.]) = 1) s
ON 
  o.date = s.date AND o.time = s.time AND t.date = s.date AND t.time = s.time;",Equivalent,Join_Nested,YES,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested
"SELECT  dateadd(year,  i.n,  '1/1/2014') FROM  [1314howe].[thousand] i","SELECT  dateadd(year,  i.n,  '1/2/2014') FROM  [1314howe].[thousand] i",Not Equivalent,Value_Change,NO,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change
SELECT  * FROM  1385_queries where is_public = 1,"WITH CTE_Queries AS (
    SELECT * FROM 1385_queries
)
SELECT * FROM CTE_Queries WHERE is_public = 1;",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
"select r.* ,  g.[Vessel label] ,  g.Address","select r.* ,  g.[Vessel label] ,  g.Address,  g1.Address",Not Equivalent,Adding_Removing_Select_Column,NO,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column
Select * From [1123].[Gill_Done_2] Where Percent_Meth > 50 and Gil >10 and CG >10 and CDScount >3,"SELECT * FROM [1123].[Gill_Done_2] WHERE Percent_Meth > 50
INTERSECT
SELECT * FROM [1123].[Gill_Done_2] WHERE Gil > 10
INTERSECT
SELECT * FROM [1123].[Gill_Done_2] WHERE CG > 10
INTERSECT
SELECT * FROM [1123].[Gill_Done_2] WHERE CDScount > 3;",Equivalent,Condition_IntersectUnion,YES,YES,Condition_IntersectUnion,YES,Condition_IntersectUnion,YES,Condition_IntersectUnion,YES,Condition_IntersectUnion,YES,Condition_IntersectUnion
"SELECT  [Saito_Id] ,  CASE WHEN [Identified Proteins] = '#N/A' THEN NULL ELSE [Identified Proteins] END AS [Identified Proteins] ,  CASE WHEN [Accession] = '#N/A' THEN NULL ELSE [Accession] END AS [Accession] ,  CASE WHEN [BLAST_NR ANNOTATION] = '#N/A' THEN NULL ELSE [BLAST_NR ANNOTATION] END AS [BLAST_NR ANNOTATION] ,  CASE WHEN [BLAST NR OR GANISM] = '#N/A' THEN NULL ELSE [BLAST NR OR GANISM] END AS [BLAST NR OR GANISM] ,  CASE WHEN [BLAST Microbial P col1] = '#N/A' THEN NULL ELSE [BLAST Microbial P col1] END AS [BLAST Microbial P col1] ,  CASE WHEN [BLAST Microbial P col2] = '#N/A' THEN NULL ELSE [BLAST Microbial P col2] END AS [BLAST Microbial P col2] ,  CASE WHEN CHARINDEX('kDa', [Molecular Weight]) = 0 THEN NULL ELSE SUBSTRING([Molecular Weight],  1,  CHARINDEX('kDa', [Molecular Weight])) END AS [Molecular Weight (kDa)] --  ,  CASE WHEN CHARINDEX('kDa', [Molecular Weight]) = 0 THEN NULL ELSE CAST(SUBSTRING([Molecular Weight],  1,  CHARINDEX('kDa', [Molecular Weight])) AS FLOAT) END AS [Molecular Weight (kDa)] ,  [(G13) S1-15m] ,  [(G14)-S1-40m] ,  [(G15)-S1-70m] ,  [(G10)-S4-45m] ,  [(G11)-S4-65m] ,  [(G2)-S8-33m] ,  [(G3)-S8-70m] ,  [(G6)-S6-15m] ,  [(G7)-S6-45m] FROM  [446].[table_Saito_GEOMICS1D_SubsurfaceProteins_withprelimcounts.csv]","SELECT  [Saito_Id] ,  CASE WHEN [Identified Proteins] = '#N/A' THEN NULL ELSE [Identified Proteins] END AS [Identified Proteins] ,  CASE WHEN [Accession] = '#N/A' THEN NULL ELSE [Accession] END AS [Accession] ,  CASE WHEN [BLAST_NR ANNOTATION] = '#N/A' THEN NULL ELSE [BLAST_NR ANNOTATION] END AS [BLAST_NR ANNOTATION] ,  CASE WHEN [BLAST NR OR GANISM] = '#N/A' THEN NULL ELSE [BLAST NR OR GANISM] END AS [BLAST NR OR GANISM] ,  CASE WHEN [BLAST Microbial P col1] = '#N/A' THEN NULL ELSE [BLAST Microbial P col1] END AS [BLAST Microbial P col1] ,  CASE WHEN [BLAST Microbial P col2] = '#N/A' THEN NULL ELSE [BLAST Microbial P col2] END AS [BLAST Microbial P col2] ,  CASE WHEN CHARINDEX('kDa', [Molecular Weight]) = 0 THEN NULL ELSE SUBSTRING([Molecular Weight],  2,  CHARINDEX('kDa', [Molecular Weight])) END AS [Molecular Weight (kDa)] --  ,  CASE WHEN CHARINDEX('kDa', [Molecular Weight]) = 0 THEN NULL ELSE CAST(SUBSTRING([Molecular Weight],  1,  CHARINDEX('kDa', [Molecular Weight])) AS FLOAT) END AS [Molecular Weight (kDa)] ,  [(G13) S1-15m] ,  [(G14)-S1-40m] ,  [(G15)-S1-70m] ,  [(G10)-S4-45m] ,  [(G11)-S4-65m] ,  [(G2)-S8-33m] ,  [(G3)-S8-70m] ,  [(G6)-S6-15m] ,  [(G7)-S6-45m] FROM  [446].[table_Saito_GEOMICS1D_SubsurfaceProteins_withprelimcounts.csv]",Not Equivalent,Value_Change,NO,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change
SELECT  * FROM  [826].[deFe_BH.csv] where logFC > 0 and BH < 0.0001,"SELECT * FROM [826].[deFe_BH.csv] WHERE logFC > 0
INTERSECT
SELECT * FROM [826].[deFe_BH.csv] WHERE BH < 0.0001;",Equivalent,Condition_IntersectUnion,YES,YES,Condition_IntersectUnion,YES,Condition_IntersectUnion,YES,Condition_IntersectUnion,YES,Condition_IntersectUnion,NO,Condition_IntersectUnion
SELECT  * FROM  [412].[sig qvalues OA and lowMS.txt] LEFT JOIN  [table_TJGR_Gene_SPID_evalue_Description.txt] ON [412].[sig qvalues OA and lowMS.txt].protein=[table_TJGR_Gene_SPID_evalue_Description.txt].[CGI Protein],SELECT  * FROM  [412].[sig qvalues OA and lowMS.txt] RIGHT JOIN  [table_TJGR_Gene_SPID_evalue_Description.txt] ON [412].[sig qvalues OA and lowMS.txt].protein=[table_TJGR_Gene_SPID_evalue_Description.txt].[CGI Protein],Not Equivalent,Change_Join_Condition,NO,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition
"SELECT CGI_ID, len(sequence)- len(REPLACE(sequence,  'C',  '')) as C, len(sequence)- len(REPLACE(sequence,  'G',  '')) as G, (len(sequence)- len(REPLACE(sequence,  'CG',  '')))/2 as CG, len(sequence)- len(REPLACE(sequence,  'CG',  ' ')) as CG,","SELECT CGI_ID, len(sequence)- len(REPLACE(sequence,  'c',  '')) as C, len(sequence)- len(REPLACE(sequence,  'G',  '')) as G, (len(sequence)- len(REPLACE(sequence,  'CG',  '')))/2 as CG, len(sequence)- len(REPLACE(sequence,  'CG',  ' ')) as CG,",Not Equivalent,Value_Change,NO,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change
"SELECT  DISTINCT leftT.follower AS x,  rightT.followee AS z FROM  [1314howe].[twitter4M] leftT JOIN  [1314howe].[twitter4M] rightT ON leftT.followee=rightT.follower WHERE  leftT.follower=1000 ) joined","SELECT DISTINCT rightT.follower AS x, leftT.followee AS z
FROM [1314howe].[twitter4M] rightT
JOIN [1314howe].[twitter4M] leftT ON rightT.follower = leftT.followee
WHERE rightT.followee = 1000;",Equivalent,Join_Order,YES,YES,Join_Order,YES,Join_Order,YES,Join_Order,YES,Join_Order,YES,Join_Order
SELECT  COUNT(DISTINCT X) FROM (SELECT  y AS x FROM  [354].[twitter_rv.6200000] UNION SELECT  x FROM  [354].[twitter_rv.6200000] ) fsddfs,"WITH UnionData AS (
    SELECT y AS x FROM [354].[twitter_rv.6200000]
    UNION
    SELECT x FROM [354].[twitter_rv.6200000]
)
SELECT COUNT(DISTINCT x) FROM UnionData",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
"SELECT TOP 5 *
FROM [1123].[TJGR_genomic_gene.txt]
WHERE gID LIKE '%\_%' AND gID = 'CGI'","SELECT TOP 5 *
FROM [1123].[TJGR_genomic_gene.txt]
WHERE gID LIKE '%\_%' AND gID = 'CGI'",Not Equivalent,Change_Table,NO,NO,Change_Table,NO,Change_Table,NO,Change_Table,NO,Change_Table,YES,Change_Table
select * from [CRdb_requestors.csv] cr left join [CTTdb_Requestors.csv] ct on (ct.PI_name = cr.PI_name) order by ExternalRequestorID desc,"SELECT *
FROM [CRdb_requestors.csv] cr
LEFT JOIN (
    SELECT * FROM [CTTdb_Requestors.csv]
) ct ON ct.PI_name = cr.PI_name
ORDER BY ExternalRequestorID DESC",Equivalent,Join_Nested,YES,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested
"SELECT  SUM(cnt) FROM ( SELECT  x, COUNT(DISTINCT y) AS cnt FROM ( SELECT a.follower AS x ,  b.followee AS y FROM  [354].[twitter_rv.6157841] a JOIN  [354].[twitter_rv.6157841] b ON a.followee = b.follower ) joined WHERE  x < 1000 GROUP BY  x ) summed","WITH JoinedData AS (
    SELECT 
        a.follower AS x, 
        b.followee AS y 
    FROM 
        [354].[twitter_rv.6157841] a 
        JOIN [354].[twitter_rv.6157841] b 
        ON a.followee = b.follower
),
GroupedData AS (
    SELECT 
        x, 
        COUNT(DISTINCT y) AS cnt 
    FROM 
        JoinedData 
    WHERE 
        x < 1000 
    GROUP BY 
        x
)
SELECT 
    SUM(cnt) 
FROM 
    GroupedData",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
SELECT  * FROM [1123].[qDOD Cgigas Gene Descriptions (Swiss-prot)] Where description = 'Vitello_',SELECT  * FROM [1123].[qDOD Cgigas Gene Descriptions (Swiss-prot)] Where description => 'Vitello_',Not Equivalent,Operators,NO,NO,Operators,NO,Operators,NO,Operators,NO,Operators,NO,Operators
SELECT  * FROM  [1314howe].[upload_failing.csv],"WITH CTE AS (
    SELECT * FROM [1314howe].[upload_failing.csv]
)
SELECT * FROM CTE",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
"SELECT  COUNT(t1.species) FROM  [354].[OR 3col_pos] t1 ,  [354].[OR 3col_pos] t2 WHERE  sqrt(power(t1.latitude-t2.latitude, 2)+power(t1.longitude-t2.longitude, 2)) < 0.000001 AND  t1.latitude is not null AND  t2.latitude is not null","SELECT 
    COUNT(
        CASE 
            WHEN sqrt(power(t1.latitude - t2.latitude, 2) + power(t1.longitude - t2.longitude, 2)) < 0.000001 
                 AND t1.latitude IS NOT NULL 
                 AND t2.latitude IS NOT NULL 
            THEN t1.species 
            ELSE NULL 
        END
    ) 
FROM 
    [354].[OR 3col_pos] t1, 
    [354].[OR 3col_pos] t2",Equivalent,Case_Statement,YES,YES,Case_Statement,YES,Case_Statement,YES,Case_Statement,YES,Case_Statement,YES,Case_Statement
"select 1385,  count(*) from 1385_queries where 1=1 and (sql_code  like '%table_%' and sql_code not like '%AND %' and sql_code not like '%JOIN %') and is_public = 1","SELECT 1385,
       COUNT(CASE WHEN sql_code LIKE '%table%' 
                    AND sql_code NOT LIKE '%AND %' 
                    AND sql_code NOT LIKE '%JOIN %'
                    AND is_public = 1 
                 THEN 1 ELSE NULL END) AS Count
FROM 1385_queries
WHERE 1=1",Not Equivalent,Logical_Conditions,NO,NO,Logical_Conditions,YES,Case_Statement,NO,Case_Statement,NO,Case_Statement,YES,Case_Statement
select count(*) from [CTTdb_Requestors.csv] ct left outer join [CRdb_requestors.csv] cr on (ct.PI_name = cr.PI_name),select count(*) from [CTTdb_Requestors.csv] ct right outer join [CRdb_requestors.csv] cr on (ct.PI_name = cr.PI_name),Not Equivalent,Change_Join_Condition,NO,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition
SELECT  COUNT(*) FROM  [1016].[freeway_loopdata],"WITH LoopData AS (
    SELECT * FROM [1016].[freeway_loopdata]
)
SELECT COUNT(*) FROM LoopData",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
