SQL_Statement,Modified_Statements,Syntax_Error_sqlshare,Is there any missing word,Missing_type_sqlshare,Missing_word_sqlshare,Missing Word(Generalization),Missing_position_sqlshare
SELECT  * FROM  [826].[PN_multiseries_ESTs_clust.vs.Fracy1FM2_SHOR TFOR M.tab.txt] hits left join [826].[table_Fracy1_ecpathwayinfo_FilteredModels2_SHOR TFOR M.tab.txt] annotate on hits.hit_id = annotate.proteinId,SELECT  * FROM  [826].[PN_multiseries_ESTs_clust.vs.Fracy1FM2_SHOR TFOR M.tab.txt] hits left join [826].[table_Fracy1_ecpathwayinfo_FilteredModels2_SHOR TFOR M.tab.txt] annotate on hits.hit_id = annotate.proteinId,NO,NO,N/A,N/A,N/A,0
"SELECT  rank % 4 as phase ,  rank / 4 as tidal_cycle ,  * FROM  ( SELECT  rank() OVER(ORDER BY  timestamp) as rank,  * FROM  ( SELECT  cast(date + ' ' + time as datetime) as timestamp ,  location,  event_knots ,  current_intensity FROM  [1052].[Pile Point Currents 00-11.txt] ) x ) y ORDER BY  timestamp","SELECT  rank % 4 as phase ,  rank /  as tidal_cycle ,  * FROM  ( SELECT  rank() OVER(ORDER BY  timestamp) as rank,  * FROM  ( SELECT  cast(date + ' ' + time as datetime) as timestamp ,  location,  event_knots ,  current_intensity FROM  [1052].[Pile Point Currents 00-11.txt] ) x ) y ORDER BY  timestamp",YES,YES,Missing Value,4,Value,9
"SELECT  time,  pop,  lat,  long ,  flow,  bulk_red,  event_rate ,  salinity,  temperature,  evt,  opp,  n ,   fluorescence,  conc,  flag FROM  [1314howe].[stats.tab]","SELECT  time,  pop,  lat,  long ,  flow,  bulk_red,  event_rate ,  salinity,  temperature,  evt,  opp,  n ,   fluorescence,  conc,  flag FROM  [1314howe].[stats.tab]",NO,NO,N/A,N/A,N/A,0
"SELECT  a.company_permalink,  a.company_name,  f.funding FROM  [372].[acqui_cleaned] a,  [372].[funding_cleaned] f where a.company_permalink = f.company_permalink","SELECT  a.company_permalink,  a.company_name,  f.funding FROM  [372].[acqui_cleaned] ,  [372].[funding_cleaned] f where a.company_permalink = f.company_permalink",YES,YES,Missing Alias,f,Alias,9
"SELECT  [VLP.mL] as VirusCount ,  [DAPI..cells.ml.] as BactCount FROM  [446].[Virus_Count_vs_Bact_Count]","SELECT  [VLP.mL] as VirusCount ,  [DAPI..cells.ml.]  BactCount FROM  [446].[Virus_Count_vs_Bact_Count]",NO,NO,N/A,N/A,N/A,0
"SELECT  a.[Depth..m.] ,  b.[Depth..m.] ,  b.[Station],  a.[Station],  a.[longitude..Decimal.deg.] ,  a.[Tot.Cu.nM.] ,  b.[Ammonia.oxidation.rate..nmol.l.1.d.1.] AS Ammonia_oxydation_rate_nmol FROM  [446].[V2_GEOMICS_Fe-Cu-Mn-Zn-Vedamati.csv] a ,  [446].[V2_Horak_GeoMICS data.csv] b WHERE a.[longitude..Decimal.deg.] = b.[longitude..Decimal.deg.] --AND  a.[Depth..m.] != b.[Depth..m.] AND  b.[Ammonia.oxidation.rate..nmol.l.1.d.1.] <> 'NA' ORDER BY  b.Station,  a.Station,  a.[Depth..m.],  b.[Depth..m.]","SELECT  a.[Depth..m.] ,  b.[Depth..m.] ,  b.[Station],  a.[Station],  a.[longitude..Decimal.deg.] ,  a.[Tot.Cu.nM.] ,  b.[Ammonia.oxidation.rate..nmol.l.1.d.1.] AS Ammonia_oxydation_rate_nmol FROM  [446].[V2_GEOMICS_Fe-Cu-Mn-Zn-Vedamati.csv]  ,  [446].[V2_Horak_GeoMICS data.csv] b WHERE a.[longitude..Decimal.deg.] = b.[longitude..Decimal.deg.] --AND  a.[Depth..m.] != b.[Depth..m.] AND  b.[Ammonia.oxidation.rate..nmol.l.1.d.1.] <> 'NA' ORDER BY  b.Station,  a.Station,  a.[Depth..m.],  b.[Depth..m.]",YES,YES,Missing Alias,a,Alias,17
"SELECT  * FROM  [1123].[AggCo Oyster Bisulfite mRNA and CDS] Where ""SUM mRNA"" > 100 and ""Percent mCpG (CDS)"" > 90","SELECT  * FROM  [1123].[AggCo Oyster Bisulfite mRNA and CDS] Where ""SUM mRNA""  100 and ""Percent mCpG (CDS)"" > 90",YES,YES,Missing Comparison,>,Comparison Operator,13
SELECT  numSpecies FROM  [354].[tmpColumnNameTest],SELECT   FROM  [354].[tmpColumnNameTest],YES,YES,Missing Column,numSpecies,Column Name,2
select * from tbl_revenue where treasurer_fullname not in (select fullname from tbl_person),SELECT * tbl_revenue where treasurer_fullname not in (select fullname from tbl_person),YES,YES,Missing Keyword,from,FROM,3
"SELECT  row_number() over (order by [Total Fat] DESC) as row ,  * FROM  [1314howe].[categorized_fat_with_calories] c","SELECT  row_number() over ( by [Total Fat] DESC) as row ,  * FROM  [1314howe].[categorized_fat_with_calories] c",YES,YES,Missing Keyword,ORDER,ORDER,7
"SELECT  CAST([DMY] AS Date) AS [Date] ,  [DMY] + ' ' + [HMS] ,  [LAT] ,  [LON] ,  [CONDUCTIVITY] ,  [SALINITY] ,  [OCEAN.TEMP] ,  [BULK.RED] ,  [STREAM.PRESSURE] ,  [FILTER.PRESSURE] ,  [MACHINE.TEMP] ,  [Xaccel] ,  [Yaccel] ,  [Zaccel] ,  [MILLISECOND.TIMER] ,  [LASER.POWER] ,  [EVENT.RATE] ,  [FLOW.METER] ,  [position] ,  [CHL] ,  [LightTrans] ,  [acqError] ,  [D1D2] ,  [PAR] ,  [time] ,  [day] ,  [file] FROM  [1059].[sds2.tab]","SELECT  CAST([DMY] AS Date) AS [Date] ,  [DMY] + ' ' + [HMS] ,  [LAT] ,   ,  [CONDUCTIVITY] ,  [SALINITY] ,  [OCEAN.TEMP] ,  [BULK.RED] ,  [STREAM.PRESSURE] ,  [FILTER.PRESSURE] ,  [MACHINE.TEMP] ,  [Xaccel] ,  [Yaccel] ,  [Zaccel] ,  [MILLISECOND.TIMER] ,  [LASER.POWER] ,  [EVENT.RATE] ,  [FLOW.METER] ,  [position] ,  [CHL] ,  [LightTrans] ,  [acqError] ,  [D1D2] ,  [PAR] ,  [time] ,  [day] ,  [file] FROM  [1059].[sds2.tab]",YES,YES,Missing Column,[LON],Column Name,9
"SELECT  LEN([protein]) - LEN(REPLACE([protein],  ', ',  '')) + 1 FROM  [412].[A1 file 21 reduced]","SELECT  LEN([protein]) - LEN(REPLACE([protein],  ', ',  '')) + 1 FROM  [412].[A1 file 21 reduced]",NO,NO,N/A,N/A,N/A,0
SELECT  * FROM  [1123].[Mgo_RNAseq_transcript],"SELECT *  FROM  ",YES,YES,Missing Column,[1123].[Mgo_RNAseq_transcript],Column Name,4
select count(*) from [CRdb_requestors.csv] cr left join [CTTdb_Requestors.csv] ct on (ct.PI_name = cr.PI_name),select count(*) from [CRdb_requestors.csv] cr left join [CTTdb_Requestors.csv] ct on (ct.PI_name = cr.PI_name),NO,NO,N/A,N/A,N/A,0
select distinct journal from article where journal like '%TODS%',"select distinct journal from article where journal like= ",YES,YES,Missing Value,%TODS%',Value,9
SELECT Len(sequence_gg) FROM  [1123].[TJGR_genomic_gene.txt] Where gID like '%CGI_10000001%'," SELECT Len(sequence_gg) FROM  [1123].[TJGR_genomic_gene.txt] Where gID '%CGI_10000001%'",YES,YES,Missing Keyword,like,LIKE,7
"select ecp.pathway_name,  se.genus,  count(ecp.ec_number) from [ssgcid_EC_map] se join [ec_pathway.csv] ecp on ecp.ec_number = se.""EC Numbers"" where ecp.pathway_name <> '' group by ecp.pathway_name,  se.genus","select ecp.pathway_name,  se.genus,  count(ecp.ec_number) from [ssgcid_EC_map] se join [ec_pathway.csv] ecp on ecp.ec_number = se.""EC Numbers"" where ecp.pathway_name <> '' group by ecp.pathway_name,  se.genus",NO,NO,N/A,N/A,N/A,0
"SELECT  DISTINCT CASE WHEN PATINDEX('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0 AND  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-9]%',  [protein])) -- length END AS [protein A213] ,  [tot indep spectra] AS [tot spectra A213] FROM  [412].[A2_file13.txt]"," SELECT DISTINCT CASE WHEN PATINDEX('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-9]%',  [protein])) -- length END AS [protein A213] ,  [tot indep spectra] AS [tot spectra A213] FROM  [412].[A2_file13.txt]",YES,YES,Missing Keyword,AND,AND,14
SELECT  distinct Protin FROM  [412].[allblast],SELECT distinct  FROM  [412].[allblast],YES,YES,Missing Column,protin,Column Name,3
"SELECT  residues.pdb_id,  proteins.gaps,  residues.res_type,  residues.res_index,  residues.res_type ,  residues.res_type_sh,  residues.chain,  residues.res_surface_area,  residues.res_surface_area_ratio, residues.phi,  residues.psi,  residues.structure FROM  [1267].[H2_w_2.csv] residues FULL JOIN  [1267].[h2_w_1.csv] proteins ON proteins.pdb_id=residues.pdb_id WHERE  proteins.gaps = 0  AND  residues.pdb_id IS NOT NULL ORDER BY  residues.pdb_id","SELECT  residues.pdb_id,  proteins.gaps,  residues.res_type,  residues.res_index,  residues.res_type ,  residues.res_type_sh,  residues.chain,  residues.res_surface_area,  residues.res_surface_area_ratio, residues.phi,  residues.psi,  residues.structure FROM  .[H2_w_2.csv] residues FULL JOIN  [1267].[h2_w_1.csv] proteins ON proteins.pdb_id=residues.pdb_id WHERE  proteins.gaps = 0  AND  residues.pdb_id IS NOT NULL ORDER BY  residues.pdb_id",YES,YES,Missing Table,[1267],Table Name,16
SELECT  * FROM  [1123].[OAMS_SkylineData.csv] WHERE  PrecursorCharge <3,select  * FROM  [1123].[OAMS_SkylineData.csv] WHERE  PrecursorCharge 3,YES,YES,Missing Comparison,<,Comparison Operator,7
SELECT  * FROM  [1314howe].[uwsalaries.csv] WHERE  title like '%SOFTWARE%' order by sal desc,SELECT  * FROM  [1314howe].[uwsalaries.csv] WHERE  title like order by sal desc,YES,YES,Missing Value,%SOFTWARE%',Value,8
"select u.[ec numbers] as enzyme,  a.proteinssgcidid from report_anacor a join [uniprot_enzyme_map.csv] u on (u.accession = a.uniprot)","select u.[ec numbers] as enzyme,  a.proteinssgcidid from report_anacor a join [uniprot_enzyme_map.csv] u (u.accession = a.uniprot)",YES,YES,Missing Keyword,on,ON,12
"WITH  Numbered AS (SELECT  [time] as [DateTime],  [LAT],  [LON],  ROW_NUMBER() OVER (ORDER BY  [Time] ASC) AS [Row] FROM  [1059].[STATS_VIEW]) ,  Paired AS (SELECT  a.[DateTime] AS [DateTime] ,  DATEDIFF(second,  a.[DateTime],  b.[DateTime]) AS [Elapsed (s)] ,  a.[LAT] AS [lat1deg] ,  a.[LON] AS [lon1deg] ,  b.[LAT] AS [lat2deg] ,  b.[LON] AS [lon2deg] ,  a.[LAT] * PI() / 180 AS [lat1] ,  b.[LAT] * PI() / 180  AS [lat2] ,  (a.[LAT] - b.[LAT]) * PI() / 180 AS [dlat] ,  (a.[LON] - b.[LON]) * PI() / 180 AS [dlon] FROM  Numbered a JOIN  Numbered b ON a.[Row]+1 = b.[Row]) ,  Trig AS (SELECT  * ,  POWER(SIN(dlat/2), 2) + POWER(SIN(dlon/2), 2) * COS(lat1) * COS(lat2) AS val FROM  Paired) ,  Distance AS (SELECT  * ,  6378100 * 2 * atn2(sqrt(val),  sqrt(1-val)) AS [Distance (m)] FROM  Trig) SELECT  * ,  [Distance (m)] / NULLIF([Elapsed (s)], 0) AS [Velocity (m/s)] FROM  Distance","WITH  Numbered AS (SELECT  [time] as [DateTime],  [LAT],  [LON],  ROW_NUMBER() OVER (ORDER BY  [Time] ASC) AS [Row] FROM  [1059].[STATS_VIEW]) ,  Paired AS (SELECT  a.[DateTime] AS [DateTime] ,  DATEDIFF(second,  a.[DateTime],  b.[DateTime]) AS [Elapsed (s)] ,  a.[LAT] AS [lat1deg] ,  a.[LON] AS [lon1deg] ,  b.[LAT] AS [lat2deg] ,  b.[LON] AS [lon2deg] ,  a.[LAT] * PI() / 180 AS [lat1] ,  b.[LAT] * PI() / 180  AS [lat2] ,  (a.[LAT] - b.[LAT]) * PI() / 180 AS [dlat] ,  (a.[LON] - b.[LON]) * PI() / 180 AS [dlon] FROM  Numbered a JOIN  Numbered b ON a.[Row]+1 = b.[Row]) ,  Trig AS (SELECT  * ,  POWER(SIN(dlat/2), 2) + POWER(SIN(dlon/2),  ,  Distance AS (SELECT  * ,  6378100 * 2 * atn2(sqrt(val),  sqrt(1-val)) AS [Distance (m)] FROM  Trig) SELECT  * ,  [Distance (m)] / NULLIF([Elapsed (s)], 0) AS [Velocity (m/s)] FROM  Distance",YES,YES,Missing Keyword,OVER,OVER,11
"SELECT  a.company_permalink,  a.company_name,  f.funding,  cast(replace(price_amount,  ', ',  '') as numeric) as price,  cast(replace(price_amount,  ', ',  '') as numeric) - funding as profit,  acquired_at,  acquirer_name FROM  [372].[acqui] a,  [372].[funding_cleaned] f where a.company_permalink = f.company_permalink and a.price_amount != '' and a.price_amount not like '%-%' and  a.price_currency_code = 'USD' order by cast(replace(price_amount,  ', ',  '') as numeric) - funding DESC","SELECT  a.company_permalink,  a.company_name,  f.funding,  cast(replace( ,  ', ',  '') as numeric) as price,  cast(replace(price_amount,  ', ',  '') as numeric) - funding as profit,  acquired_at,  acquirer_name FROM  [372].[acqui] a,  [372].[funding_cleaned] f where a.company_permalink = f.company_permalink and a.price_amount != '' and a.price_amount not like '%-%' and  a.price_currency_code = 'USD' order by cast(replace(price_amount,  ', ',  '') as numeric) - funding DESC",YES,YES,Missing Value,price_amount,Value,13
SELECT  * FROM  [1123].[Phel_sig_normalized_exp]sig left join [1123].[Phel_clc_wID_info]des on sig.contig=des.Column1,SELECT *  FROM  [1123].[Phel_sig_normalized_exp]sig left join [1123].[Phel_clc_wID_info]des on sig.contig=des.Column1,YES,YES,Missing Alias,sig,Alias,14
"select USER_NAME(p.grantee_principal_id) AS principal_name, dp.type_desc AS principal_type_desc, p.class_desc, OBJECT_NAME(p.major_id) AS object_name,  o.type, p.permission_name, p.state_desc AS permission_state_desc,  p.* from    sys.database_permissions p inner   JOIN  sys.database_principals dp on     p.grantee_principal_id = dp.principal_id inner   JOIN  sys.objects o on p.major_id = o.object_id WHERE  o.type = 'V' and dp.type_desc = 'SQL_USER'","select USER_NAME(p.grantee_principal_id) AS principal_name, dp.type_desc AS principal_type_desc, p.class_desc, OBJECT_NAME(p.major_id) AS object_name,  o.type, p.permission_name, p.state_desc AS permission_state_desc,  p.* from    sys.database_permissions p inner   JOIN   dp on     p.grantee_principal_id = dp.principal_id inner   JOIN  sys.objects o on p.major_id = o.object_id WHERE  o.type = 'V' and dp.type_desc = 'SQL_USER'",YES,YES,Missing Table,sys.database_principals,Table Name,24
"SELECT  T1 ,  C1 ,  S ,  SV ,  T2 ,  case when [X.NO3..uMol.L.] = 'NA' then NULL else [X.NO3..uMol.L.] end as  Nitrate ,  case when [O2.Conc..uM.] = 'NA' then NULL else [O2.Conc..uM.] end as  Oxygen ,  o.date ,  o.time ,  case when o.[long.dc] = 'NA' then NULL else o.[long.dc] end as longitude ,  case when o.[lat.dc] = 'NA' then NULL else o.[lat.dc] end as latitude","SELECT  T1 ,  C1 ,  S ,  SV ,  T2 ,  case when [X.NO3..uMol.L.] = 'NA' then NULL else [X.NO3..uMol.L.] end as  Nitrate ,  case when [O2.Conc..uM.] = 'NA' then NULL else [O2.Conc..uM.] end as  Oxygen ,  o.date ,  o.time ,  case when o.[long.dc] = 'NA' then NULL else o.[long.dc] end as longitude ,  case when o.[lat.dc] = 'NA' then NULL else o.[lat.dc] end as latitude",YES,YES,Missing Keyword,else,ELSE,19
"WITH  DEGMIN (DLAT,  DLON) AS (SELECT  CAST([LAT] AS FLOAT)/100 AS DLAT ,  CAST([LON] AS FLOAT)/-100 AS DLON FROM  [1059].[SDS_VIEW_VARCHAR]) SELECT  TOP 5 ROUND(DLAT,  0,  1) + ([DLAT] - ROUND(DLAT,  0,  1))*100/60 AS LAT FROM  DEGMIN WHERE  [DLAT] IS NOT NULL"," WITH  DEGMIN(DLAT,  DLON) AS (SELECT  ([LAT] AS FLOAT)/100 AS DLAT ,  CAST([LON] AS FLOAT)/-100 AS DLON FROM  [1059].[SDS_VIEW_VARCHAR]) SELECT  TOP 5 ROUND(DLAT,  0,  1) + ([DLAT] - ROUND(DLAT,  0,  1))*100/60 AS LAT FROM  DEGMIN WHERE  [DLAT] IS NOT NULL",YES,YES,Missing Keyword,CAST,CAST,8
