SQL_Statement,Modified_Statements,Syntax_Error_sdss,Missing_type_sdss,Missing_word_sdss,Missing Element(Generalization),Missing_position_sdss
"
SELECT p.*
FROM PhotoObj AS p
WHERE p.objID IN (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.class = 'STAR'
    AND s1.zWarning = 0
    AND s1.objID IN (
        SELECT s2.objID
        FROM SpecObj AS s2
        WHERE s2.petromag_u < 21
        AND s2.objID IN (
            SELECT g.objID
            FROM Galaxy AS g
            WHERE g.ra BETWEEN 210 AND 250
            AND g.dec BETWEEN -10 AND 10
            AND g.objID IN (
                SELECT f1.objID
                FROM Field AS f1
                WHERE f1.fieldID IN (
                    SELECT f2.fieldID
                    FROM Field AS f2
                    WHERE f2.fieldID IN (
                        SELECT f3.fieldID
                        FROM Field AS f3
                        WHERE f3.ra BETWEEN 130 AND 140
                    )
                )
            )
        )
    )
);","
SELECT p.*
FROM PhotoObj AS p
WHERE p.objID IN (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.class = 'STAR'
    AND s1.zWarning = 0
    AND s1.objID IN (
        SELECT s2.objID
        FROM SpecObj AS 
        WHERE s2.petromag_u < 21
        AND s2.objID IN (
            SELECT g.objID
            FROM Galaxy AS g
            WHERE g.ra BETWEEN 210 AND 250
            AND g.dec BETWEEN -10 AND 10
            AND g.objID IN (
                SELECT f1.objID
                FROM Field AS f1
                WHERE f1.fieldID IN (
                    SELECT f2.fieldID
                    FROM Field AS f2
                    WHERE f2.fieldID IN (
                        SELECT f3.fieldID
                        FROM Field AS f3
                        WHERE f3.ra BETWEEN 130 AND 140
                    )
                )
            )
        )
    )
);",YES,Missing Alias,s2,alias,34
"
SELECT AVG(s.z) AS avg_redshift
FROM SpecObj AS s
WHERE s.class = 'GALAXY'
AND s.objID IN (
    SELECT p.objID
    FROM PhotoObj AS p
    WHERE p.ra BETWEEN 150 AND 160
);","
SELECT AVG(s.z) AS avg_redshift
FROM SpecObj AS s
WHERE s.class = 'GALAXY'
AND s.objID IN (
    SELECT p.objID
    FROM PhotoObj AS p
    WHERE p.ra BETWEEN 150 AND 160
);",NO,N/A,N/A,N/A,0
"
SELECT f.fieldID, COUNT(p.objID) AS star_count
FROM Field AS f
JOIN PhotoObj AS p ON f.fieldID = p.fieldID
WHERE p.objID IN (
    SELECT s.objID
    FROM SpecObj AS s
    WHERE s.class = 'STAR'
    AND s.petromag_r < 20
)
GROUP BY f.fieldID;","
SELECT f.fieldID, COUNT(p.objID) AS star_count
FROM Field AS f
JOIN PhotoObj AS p ON f.fieldID = p.fieldID
WHERE p.objID IN (
    SELECT s.objID
    FROM SpecObj AS s
    WHERE s.class = 'STAR'
    AND s.petromag_r  20
)
GROUP BY f.fieldID;",YES,Missing Comparison,<,Comparison Operator,36
"
SELECT MAX(g.petromag_r) AS max_magnitude
FROM Galaxy AS g
WHERE g.objID IN (
    SELECT s.objID
    FROM SpecObj AS s
    WHERE s.class = 'GALAXY'
    AND s.objID IN (
        SELECT f.objID
        FROM Field AS f
        WHERE f.dec BETWEEN 0 AND 30
    )
);","
SELECT MAX(g.petromag_r) AS max_magnitude
FROM Galaxy AS g
WHERE g.objID IN (
    SELECT s.objID
    FROM SpecObj AS s
    WHERE s.class = 'GALAXY'
    AND s.objID IN (
        SELECT f.objID
        FROM Field AS f
        WHERE f.dec BETWEEN 0 AND 30
    )
);",NO,N/A,N/A,N/A,0
"
SELECT AVG(q.z) AS avg_redshift
FROM SpecObj AS q
WHERE q.class = 'QSO'
AND q.objID IN (
    SELECT p.objID
    FROM PhotoObj AS p
    WHERE p.mode = 1
    AND p.objID IN (
        SELECT f.objID
        FROM Field AS f
        WHERE f.ra BETWEEN 150 AND 200
    )
);","
SELECT AVG(q.z) AS avg_redshift
FROM SpecObj AS 
WHERE q.class = 'QSO'
AND q.objID IN (
    SELECT p.objID
    FROM PhotoObj AS p
    WHERE p.mode = 1
    AND p.objID IN (
        SELECT f.objID
        FROM Field AS f
        WHERE f.ra BETWEEN 150 AND 200
    )
);",YES,Missing Alias,q,Alias,9
"
SELECT COUNT(p.objID) AS star_count
FROM PhotoObj AS p
WHERE p.objID IN (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.class = 'STAR'
    AND s1.zWarning = 0
    AND s1.objID IN (
        SELECT s2.objID
        FROM SpecObj AS s2
        WHERE s2.petromag_r < 19
        AND s2.objID IN (
            SELECT f.objID
            FROM Field AS f
            WHERE f.ra BETWEEN 180 AND 240
            AND f.dec BETWEEN -20 AND 20
        )
    )
);","
SELECT COUNT() AS star_count
FROM PhotoObj AS p
WHERE p.objID IN (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.class = 'STAR'
    AND s1.zWarning = 0
    AND s1.objID IN (
        SELECT s2.objID
        FROM SpecObj AS s2
        WHERE s2.petromag_r < 19
        AND s2.objID IN (
            SELECT f.objID
            FROM Field AS f
            WHERE f.ra BETWEEN 180 AND 240
            AND f.dec BETWEEN -20 AND 20
        )
    )
);",YES,Missing Column,p.objID,Column Name,3
"
SELECT AVG(g.petromag_u) AS avg_magnitude
FROM Galaxy AS g
WHERE g.objID IN (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.class = 'GALAXY'
    AND s1.z > 0.5
    AND s1.objID IN (
        SELECT p.objID
        FROM PhotoObj AS p
        WHERE p.mode = 1
        AND p.objID IN (
            SELECT f1.objID
            FROM Field AS f1
            WHERE f1.ra BETWEEN 120 AND 160
            AND f1.dec BETWEEN -10 AND 10
            AND f1.fieldID IN (
                SELECT fieldID
                FROM PhotoObj
                WHERE run = 752
            )
        )
    )
);","
SELECT AVG(g.petromag_u) AS avg_magnitude
FROM Galaxy AS g
WHERE g.objID IN (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.class = 'GALAXY'
    AND s1.z > 0.5
    AND s1.objID IN (
        SELECT p.objID
        FROM PhotoObj AS p
        WHERE p.mode = 1
        AND p.objID IN (
            SELECT f1.objID
            FROM Field AS f1
            WHERE f1.ra BETWEEN 120 AND 160
            AND f1.dec BETWEEN -10 AND 10
            AND f1.fieldID IN (
                SELECT fieldID
                FROM PhotoObj
                WHERE run = 752
            )
        )
    )
);",NO,N/A,N/A,N/A,0
"
SELECT COUNT(q.objID) AS quasar_count
FROM SpecObj AS q
WHERE q.class = 'QSO'
AND q.z > 2.0
AND q.objID IN (
    SELECT p.objID
    FROM PhotoObj AS p
    WHERE p.mode = 1
    AND p.petromag_g < 20
    AND p.objID IN (
        SELECT g.objID
        FROM Galaxy AS g
        WHERE g.ra BETWEEN 150 AND 200
        AND g.dec BETWEEN -10 AND 10
        AND g.objID IN (
            SELECT f.objID
            FROM Field AS f
            WHERE f.fieldID IN (
                SELECT fieldID
                FROM PhotoObj
                WHERE run = 756
            )
        )
    )
);","
SELECT COUNT(q.objID) AS quasar_count
FROM SpecObj AS 
WHERE q.class = 'QSO'
AND q.z > 2.0
AND q.objID IN (
    SELECT p.objID
    FROM PhotoObj AS p
    WHERE p.mode = 1
    AND p.petromag_g < 20
    AND p.objID IN (
        SELECT g.objID
        FROM Galaxy AS g
        WHERE g.ra BETWEEN 150 AND 200
        AND g.dec BETWEEN -10 AND 10
        AND g.objID IN (
            SELECT f.objID
            FROM Field AS f
            WHERE f.fieldID IN (
                SELECT fieldID
                FROM PhotoObj
                WHERE run = 756
            )
        )
    )
);",YES,Missing Alias,q,alias,9
"
SELECT MAX(p.petromag_r) AS max_magnitude
FROM PhotoObj AS p
WHERE p.objID IN (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.class = 'STAR'
    AND s1.zWarning = 0
    AND s1.objID IN (
        SELECT s2.objID
        FROM SpecObj AS s2
        WHERE s2.petromag_u < 21
        AND s2.objID IN (
            SELECT g.objID
            FROM Galaxy AS g
            WHERE g.ra BETWEEN 210 AND 250
            AND g.dec BETWEEN -10 AND 10
            AND g.objID IN (
                SELECT f1.objID
                FROM Field AS f1
                WHERE f1.fieldID IN (
                    SELECT f2.fieldID
                    FROM Field AS f2
                    WHERE f2.fieldID IN (
                        SELECT f3.fieldID
                        FROM Field AS f3
                        WHERE f3.ra BETWEEN 130 AND 140
                    )
                )
            )
        )
    )
);","
SELECT MAX(p.petromag_r) AS max_magnitude
FROM PhotoObj AS p
WHERE p.objID  (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.class = 'STAR'
    AND s1.zWarning = 0
    AND s1.objID IN (
        SELECT s2.objID
        FROM SpecObj AS s2
        WHERE s2.petromag_u < 21
        AND s2.objID IN (
            SELECT g.objID
            FROM Galaxy AS g
            WHERE g.ra BETWEEN 210 AND 250
            AND g.dec BETWEEN -10 AND 10
            AND g.objID IN (
                SELECT f1.objID
                FROM Field AS f1
                WHERE f1.fieldID IN (
                    SELECT f2.fieldID
                    FROM Field AS f2
                    WHERE f2.fieldID IN (
                        SELECT f3.fieldID
                        FROM Field AS f3
                        WHERE f3.ra BETWEEN 130 AND 140
                    )
                )
            )
        )
    )
);",YES,Missing Keyword,IN,IN,12
"
SELECT AVG(g.petromag_r) AS avg_magnitude
FROM Galaxy AS g
WHERE g.objID IN (
    SELECT s.objID
    FROM SpecObj AS s
    WHERE s.class = 'GALAXY'
    AND s.z > 0.1
);","
SELECT AVG(g.petromag_r) AS avg_magnitude
FROM Galaxy AS g
WHERE g.objID IN (
    SELECT s.objID
    FROM SpecObj AS s
    WHERE s.class = 'GALAXY'
    AND s.z > 
);",YES,Missing Value,0.1,Value,27
"
SELECT COUNT(q.objID) AS quasar_count
FROM SpecObj AS q
WHERE q.class = 'QSO'
AND q.objID IN (
    SELECT f.objID
    FROM Field AS f
    WHERE f.ra BETWEEN 120 AND 150
    AND f.dec BETWEEN -5 AND 5
);","
SELECT COUNT(q.objID) AS quasar_count
FROM SpecObj AS q
WHERE q.class = 'QSO'
AND q.objID IN (
    SELECT f.objID
    FROM Field AS f
    WHERE f.ra BETWEEN 120 AND 150
    AND f.dec BETWEEN -5 AND 5
);",NO,N/A,N/A,N/A,0
"
SELECT SUM(s.z) AS total_redshift
FROM SpecObj AS s
WHERE s.class = 'GALAXY'
AND s.objID IN (
    SELECT p.objID
    FROM PhotoObj AS p
    WHERE p.mode = 1
    AND p.objID IN (
        SELECT f.objID
        FROM Field AS f
        WHERE f.dec BETWEEN -10 AND 10
        AND f.fieldID IN (
            SELECT fieldID
            FROM PhotoObj
            WHERE run = 600
        )
    )
);","
SELECT SUM(s.z) AS total_redshift
FROM SpecObj AS s
WHERE s.class = 'GALAXY'
AND s.objID IN (
    SELECT p.objID
    FROM PhotoObj AS p
    WHERE p.mode = 1
    AND p.objID IN (
        SELECT f.objID
        FROM Field AS f
        WHERE f.dec BETWEEN -10 AND 10
        AND f.fieldID IN (
            SELECT fieldID
            FROM PhotoObj
            WHERE run  600
        )
    )
);",YES,Missing Comparison,=',Comparison Operator,52
"
SELECT MAX(q.petromag_g) AS max_magnitude
FROM SpecObj AS q
WHERE q.class = 'QSO'
AND q.z > 1.0
AND q.objID IN (
    SELECT f.objID
    FROM Field AS f
    WHERE f.dec BETWEEN -20 AND 20
    AND f.fieldID IN (
        SELECT fieldID
        FROM PhotoObj
        WHERE run = 752
    )
);","
SELECT MAX(q.petromag_g) AS max_magnitude
FROM SpecObj AS 
WHERE q.class = 'QSO'
AND q.z > 1.0
AND q.objID IN (
    SELECT f.objID
    FROM Field AS f
    WHERE f.dec BETWEEN -20 AND 20
    AND f.fieldID IN (
        SELECT fieldID
        FROM PhotoObj
        WHERE run = 752
    )
);",YES,Missing Alias,q,alias,9
"
SELECT COUNT(g.objID) AS galaxy_count
FROM Galaxy AS g
WHERE g.petromag_r < 17
AND g.objID IN (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.z > 0.5
    AND s1.objID IN (
        SELECT p.objID
        FROM PhotoObj AS p
        WHERE p.mode = 1
        AND p.objID IN (
            SELECT f.objID
            FROM Field AS f
            WHERE f.ra BETWEEN 150 AND 180
            AND f.dec BETWEEN 0 AND 30
        )
    )
);","
SELECT COUNT(g.objID) AS galaxy_count
FROM Galaxy AS g
WHERE g.petromag_r < 17
AND g.objID IN (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.z > 0.5
    AND s1.objID IN (
        SELECT p.objID
        FROM  AS p
        WHERE p.mode = 1
        AND p.objID IN (
            SELECT f.objID
            FROM Field AS f
            WHERE f.ra BETWEEN 150 AND 180
            AND f.dec BETWEEN 0 AND 30
        )
    )
);",YES,Missing Table,PhotoObj,Table Name,36
"
SELECT AVG(q.z) AS avg_redshift
FROM SpecObj AS q
WHERE q.class = 'QSO'
AND q.objID IN (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.petromag_g < 20
    AND s1.objID IN (
        SELECT p.objID
        FROM PhotoObj AS p
        WHERE p.mode = 1
        AND p.objID IN (
            SELECT f1.objID
            FROM Field AS f1
            WHERE f1.ra BETWEEN 210 AND 250
            AND f1.dec BETWEEN -15 AND 15
            AND f1.fieldID IN (
                SELECT fieldID
                FROM PhotoObj
                WHERE run = 756
            )
        )
    )
);","
SELECT AVG(q.z) AS avg_redshift
FROM SpecObj AS q
WHERE q.class = 'QSO'
AND q.objID IN (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.petromag_g  20
    AND s1.objID IN (
        SELECT p.objID
        FROM PhotoObj AS p
        WHERE p.mode = 1
        AND p.objID IN (
            SELECT f1.objID
            FROM Field AS f1
            WHERE f1.ra BETWEEN 210 AND 250
            AND f1.dec BETWEEN -15 AND 15
            AND f1.fieldID IN (
                SELECT fieldID
                FROM PhotoObj
                WHERE run = 756
            )
        )
    )
);",YES,Missing Comparison,>,Comparison Operator,26
"
SELECT COUNT(s1.objID) AS star_count
FROM SpecObj AS s1
WHERE s1.class = 'STAR'
AND s1.objID IN (
    SELECT s2.objID
    FROM SpecObj AS s2
    WHERE s2.zWarning = 0
    AND s2.objID IN (
        SELECT g.objID
        FROM Galaxy AS g
        WHERE g.petromag_r < 19
        AND g.objID IN (
            SELECT p.objID
            FROM PhotoObj AS p
            WHERE p.mode = 1
            AND p.objID IN (
                SELECT f.objID
                FROM Field AS f
                WHERE f.ra BETWEEN 120 AND 160
                AND f.dec BETWEEN -10 AND 10
                AND f.fieldID IN (
                    SELECT fieldID
                    FROM PhotoObj
                    WHERE run = 700
                )
            )
        )
    )
);","
SELECT COUNT(s1.objID) AS star_count
FROM SpecObj AS s1
WHERE s1.class = 'STAR'
AND s1.objID IN (
    SELECT s2.objID
    FROM SpecObj AS s2
    WHERE s2.zWarning = 
    AND s2.objID IN (
        SELECT g.objID
        FROM Galaxy AS g
        WHERE g.petromag_r < 19
        AND g.objID IN (
            SELECT p.objID
            FROM PhotoObj AS p
            WHERE p.mode = 1
            AND p.objID IN (
                SELECT f.objID
                FROM Field AS f
                WHERE f.ra BETWEEN 120 AND 160
                AND f.dec BETWEEN -10 AND 10
                AND f.fieldID IN (
                    SELECT fieldID
                    FROM PhotoObj
                    WHERE run = 700
                )
            )
        )
    )
);",YES,Missing Value,0,Value,27
"
SELECT SUM(g.petromag_r) AS total_magnitude
FROM Galaxy AS g
WHERE g.objID IN (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.class = 'GALAXY'
    AND s1.z > 0.2
    AND s1.objID IN (
        SELECT s2.objID
        FROM SpecObj AS s2
        WHERE s2.petromag_u < 21
        AND s2.objID IN (
            SELECT p.objID
            FROM PhotoObj AS p
            WHERE p.mode = 1
            AND p.objID IN (
                SELECT f1.objID
                FROM Field AS f1
                WHERE f1.fieldID IN (
                    SELECT f2.fieldID
                    FROM Field AS f2
                    WHERE f2.fieldID IN (
                        SELECT f3.fieldID
                        FROM Field AS f3
                        WHERE f3.ra BETWEEN 130 AND 140
                    )
                )
            )
        )
    )
);","
SELECT SUM(g.petromag_r) AS total_magnitude
FROM Galaxy AS g
WHERE g.objID IN (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.class = 'GALAXY'
    AND s1.z > 0.2
    AND s1.objID IN (
        SELECT s2.objID
        FROM SpecObj AS s2
        WHERE s2.petromag_u < 21
        AND s2.objID IN (
            SELECT p.objID
            FROM PhotoObj AS p
            WHERE p.mode = 1
            AND p.objID IN (
                SELECT f1.objID
                FROM Field AS f1
                WHERE f1.fieldID IN (
                    SELECT f2.fieldID
                    FROM Field AS f2
                    WHERE f2.fieldID IN (
                        SELECT f3.fieldID
                        FROM Field AS f3
                        WHERE f3.ra BETWEEN 130 AND 140
                    )
                )
            )
        )
    )
);",NO,N/A,N/A,N/A,0
"
SELECT SUM(g.petromag_r) AS total_magnitude
FROM Galaxy AS g
WHERE g.objID IN (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.class = 'GALAXY'
    AND s1.z > 0.2
    AND s1.objID IN (
        SELECT s2.objID
        FROM SpecObj AS s2
        WHERE s2.petromag_u < 20
        AND s2.objID IN (
            SELECT p.objID
            FROM PhotoObj AS p
            WHERE p.mode = 1
            AND p.objID IN (
                SELECT f1.objID
                FROM Field AS f1
                WHERE f1.fieldID IN (
                    SELECT f2.fieldID
                    FROM Field AS f2
                    WHERE f2.fieldID IN (
                        SELECT f3.fieldID
                        FROM Field AS f3
                        WHERE f3.ra BETWEEN 120 AND 150
                    )
                )
            )
        )
    )
);","
SELECT SUM(g.petromag_r) AS total_magnitude
FROM Galaxy AS g
WHERE g.objID IN (
    SELECT s1.objID
    FROM SpecObj AS s1
    WHERE s1.class = 'GALAXY'
    AND s1.z > 0.2
    AND s1.objID IN (
        SELECT s2.objID
        FROM SpecObj AS s2
        WHERE s2.petromag_u < 20
        AND s2.objID IN (
            SELECT p.objID
            FROM PhotoObj AS p
            WHERE p.mode = 1
            AND p.objID IN (
                SELECT f1.objID
                FROM Field AS f1
                WHERE f1.fieldID IN (
                    SELECT f2.fieldID
                    FROM Field AS f2
                    WHERE f2.fieldID IN (
                        SELECT f3.fieldID
                        FROM Field AS 
                        WHERE f3.ra BETWEEN 120 AND 150
                    )
                )
            )
        )
    )
);",YES,Missing Alias,f3,Alias,84
